116th Bill Name,117th Bill Name,Short Title
116-HB4145,117-HB4855,Braeden’s Commission: Protect our Athletes from Exertional Heat Stroke
116-HB5078,117-HB7280,Prison to Proprietorship Act
116-HB3392,117-HB3410,To prohibit Federal funding of National Public Radio and the use of Federal funds to acquire radio content.
116-HB5016,117-HB5897,Fair and Clear Campaign Transparency Act
116-HB7456,117-HB987,"To establish a grant program for domestic maritime workforce training and education, and for other purposes."
116-HR654,117-HR30,Supporting the United Nations Sustainable Development Goals.
116-HB8539,117-HB2651,District of Columbia-Maryland Reunion Act
116-HB6706,117-HB1092,"To place temporary restrictions on acquisitions by the People's Republic of China, and for other purposes."
116-HB8497,117-HB1138,Preventing SBA Assistance from Going to China Act
116-HB8663,117-HB3390,Chinese Communist Party Influence Transparency Act
116-HB6101,117-HB5751,Ending Passenger Rail Forced Arbitration Act
116-HB218,117-HB1712,Death Tax Repeal Act
116-HB1380,117-HB211,Big Cat Public Safety Act
116-HB4809,117-HB5182,White House Accountability for Language Diversity Act
116-HB2890,117-HB2647,Remedies for Refusal of Repatriation Act
116-HB5264,117-HB3955,It’s About Time Act
116-HR755,117-HR26,"Impeaching Donald John Trump, President of the United States, for high crimes and misdemeanors."
116-HR13,117-HR26,"Impeaching Donald John Trump, President of the United States, for high crimes and misdemeanors."
116-HB437,117-HB568,Safe RESEARCH Act Safe Responsible Ethical Scientific Endeavors Assuring Research for Compassionate Healthcare Act
116-HB2900,117-HB1591,Chief Manufacturing Officer Act
116-HB6169,117-HB3113,Modernizing Access to Our Public Land Act
116-HR1234,117-HR814,Supporting the goals and principles of Transgender Day of Remembrance of memorializing the lives lost this year to antitransgender violence.
116-HB6038,117-HB7853,Aviation-Impacted Communities Act
116-HB4611,117-HB587,Ocean Pollution Reduction Act II
116-HR49,117-HR117,Supporting Coptic Christians in Egypt.
116-HB7495,117-HB1987,WORK NOW Act Work Opportunities and Resources to Keep Nonprofit Organizations Well Act
116-HB8392,117-HB2352,Honoring National Recovery Month Act
116-HB113,117-HB8071,All-American Flag Act
116-HJR64,117-HJR16,"Providing for congressional disapproval of the proposed transfer to the Kingdom of Saudi Arabia, the United Kingdom of Great Britain and Northern Ireland, the Kingdom of Spain, and the Italian Republic of certain defense articles and services."
116-HB765,117-HB753,"Serve the People, Not the Swamp Act"
116-HB3359,117-HB4052,National Adoption and Foster Care Home Study Act
116-HB7435,117-HB1600,Methane Emissions Reduction Act
116-HB303,117-HB303,Retired Pay Restoration Act
116-HB4797,117-HB1315,Restoring Access Through Identification Act
116-HB4762,117-HB3328,Fair Investment Opportunities for Professional Experts Act
116-HB6552,117-HB616,Emergency Water is a Human Right Act
116-HB767,117-HB246,"To designate the Federal building and United States courthouse located at 180 West Main Street in Abingdon, Virginia, as the ""H. Emory Widener, Jr., Federal Building and United States Courthouse""."
116-HR266,117-HR286,"Recognizing March 31 as ""César Chávez Day"" in honor of the accomplishments and legacy of César Estrada Chávez."
116-HB8497,117-HB2169,Preventing SBA Assistance from Going to China Act
116-HB581,117-HB495,For the relief of Alejandra Juarez.
116-HB4018,117-HB929,"To provide that the amount of time that an elderly offender must serve before being eligible for placement in home detention is to be reduced by the amount of good time credits earned by the prisoner, and for other purposes."
116-HB8688,117-HB2305,Senior Accessible Housing Act
116-HB7079,117-HB883,Clean Start: Back to Work Tax Credit Act
116-HB4141,117-HB3514,Humane Correctional Health Care Act
116-HR12,117-HR843,"Affirming the historical connection of the Jewish people to the ancient and sacred city of Jerusalem and condemning efforts at the United Nations Educational, Scientific, and Cultural Organization (UNESCO) to deny Judaism's millennia-old historical, religious, and cultural ties to Jerusalem."
116-HB857,117-HB180,Inaction Has Consequences Act
116-HR221,117-HR137,"Reaffirming the importance of upholding democracy, human rights, and the rule of law in United States foreign policy."
116-HB5414,117-HB2722,ALLERGY Act Alerting Local Leaders and Ensuring Responsible Guidelines for Youth Act
116-HB4389,117-HB3830,SPELL Act Supporting Providers of English Language Learning Act
116-HB7470,117-HB8790,Building a Health Care Workforce for the Future Act
116-HB2146,117-HB2237,GRACE Act Guaranteed Refugee Admission Ceiling Enhancement Act
116-HB8762,117-HB548,Fast Track Advanced Apprenticeships Now Act
116-HB7430,117-HB4249,Screening With Dignity Act
116-HB43,117-HB118,Cyber Vulnerability Disclosure Reporting Act
116-HB7769,117-HB1732,RETAIN Act Retaining Educators Takes Added Investment Now Act
116-HB1626,117-HB231,Public Service Spending Integrity Act
116-HB4697,117-HB2958,End the Limo Loophole Act
116-HB2448,117-HB8456,Ocean Acidification Research Partnerships Act
116-HJR47,117-HJR61,Proposing an amendment to the Constitution of the United States to repeal the sixteenth article of amendment.
116-HB5786,117-HB2775,VA Quality Health Care Accountability and Transparency Act
116-HR963,117-HR160,Expressing the sense of the House of Representatives that the International Olympic Committee should rebid the 2022 Winter Olympic Games to be hosted by a country that recognizes and respects human rights.
116-HB6274,117-HB7577,CDC Tribal Public Health Security and Preparedness Act
116-HB619,117-HB6389,Human Trafficking Survivor Tax Relief Act
116-HB7059,117-HB3021,Coronavirus Provider Protection Act
116-HB3602,117-HB7062,Honoring Harriet Tubman Act
116-HB6053,117-HB4567,Test Your Well Water Act
116-HB8117,117-HB289,Support Peaceful Protest Act
116-HB5746,117-HB4422,To amend the Internal Revenue Code of 1986 to provide special rules for purposes of determining if financial guaranty insurance companies are qualifying insurance corporations under the passive foreign investment company rules.
116-HB8122,117-HB2299,Protecting Tourism in the United States Act
116-HB3913,117-HB3871,To authorize the Secretary of Education to provide grants for education programs on the history of the treatment of Italian Americans during World War II.
116-HB7446,117-HB2763,Job Creation through Energy Efficient Manufacturing Act
116-HB5420,117-HB2626,Pullman National Historical Park Act
116-HR33,117-HR47,Expressing the sense of the House of Representatives that Congress should take all appropriate measures to ensure that the United States Postal Service remains an independent establishment of the Federal Government and is not subject to privatization.
116-HB7689,117-HB3467,Improving Data Collection for Adverse Childhood Experiences Act
116-HB1350,117-HB9590,Corey Adams Searchlight Act
116-HB1103,117-HB270,Genetically Engineered Salmon Labeling Act
116-HB4934,117-HB620,Dignity for Aborted Children Act
116-HB7122,117-HB1323,Taxpayer Receipt Act
116-HB7969,117-HB1636,Postal Vehicle Modernization Act
116-HB1944,117-HB765,VA Medical Center Facility Transparency Act
116-HB2424,117-HB1266,Duty to Report Act
116-HJR54,117-HJR20,"Proposing an amendment to the Constitution of the United States recognizing and securing the fundamental right to life, liberty, and property, which includes housing, health care, education, and nutrition."
116-HR288,117-HR571,Recognizing the duty of the Federal Government to create a Green Real Deal.
116-HB5633,117-HB2364,Synthetic Opioid Danger Awareness Act
116-HB7683,117-HB2221,ACCESS Act Affordable Child Care for Economic Strategies and Success Act
116-HB3571,117-HB4526,City and State Diplomacy Act
116-HB8914,117-HB5767,Risk Management for Derivatives Clearing Organizations Act
116-HJR93,117-HJR98,Proposing an amendment to the Constitution of the United States regarding the right to vote.
116-HB6895,117-HB8155,Buzz Off Act
116-HB5108,117-HB4930,SHHH Act Southbound HUSSH and NIITE Help Households Act
116-HJR68,117-HJR77,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR55,117-HJR77,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR22,117-HJR77,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR99,117-HJR77,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR6,117-HJR77,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR108,117-HJR77,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR51,117-HJR77,Proposing a balanced budget amendment to the Constitution of the United States.
116-HB7277,117-HB732,Unconscionable Pricing Act
116-HB7184,117-HB362,U.S. Citrus Protection Act
116-HB155,117-HB95,Hearing Protection Act
116-HB5550,117-HB4463,PFAS Safe Disposal Act
116-HB1749,117-HB1476,PFC Joseph P. Dwyer Peer Support Program Act
116-HCR90,117-HCR41,Authorizing the use of the Capitol Grounds for the National Peace Officers Memorial Service and the National Honor Guard and Pipe Band Exhibition.
116-HCR16,117-HCR41,Authorizing the use of the Capitol Grounds for the National Peace Officers Memorial Service and the National Honor Guard and Pipe Band Exhibition.
116-HB5659,117-HB6219,Protecting Community Television Act
116-HB5540,117-HB4224,PFAS Transparency Act
116-HB3365,117-HB5570,Commission of Fine Arts District of Columbia Home Rule Act
116-HB899,117-HB899,To terminate the Department of Education.
116-HB4166,117-HB6976,Safe Landings Act
116-HB4211,117-HB3277,Animal Welfare Enforcement Improvement Act
116-HB4829,117-HB749,Remote Seafood Employee Meals Tax Parity Act
116-HB214,117-HB319,To authorize an additional district judgeship for the district of Idaho.
116-HB2069,117-HB4418,SPIKE Act Stopping the Pharmaceutical Industry from Keeping drugs Expensive Act
116-HB6389,117-HB2489,Martha Wright Prison Phone Justice Act
116-HB1349,117-HB821,Small Business Tax Fairness and Compliance Simplification Act
116-HB8646,117-HB5032,Territory Economic Development Tax Credit Act
116-HB122,117-HB122,Original Living Wage Act
116-HB4360,117-HB5931,VA Overpayment Accountability Act
116-HB8683,117-HB437,"To amend the Alaska Native Claims Settlement Act to exclude certain payments to Alaska Native elders for determining eligibility for certain programs, and for other purposes."
116-HB1057,117-HB4766,Supreme Court Ethics Act
116-HB7097,117-HB3559,"Stop Swaps, Protect Local Jobs Act"
116-HB4259,117-HB5177,SPARK Act Schools Preventing Hunger in At-Risk Kids Act
116-HB8746,117-HB3220,RENEW Conservation Corps Act Restore Employment in Natural and Environmental Work Conservation Corps Act
116-HR944,117-HR224,Expressing the sense of the House of Representatives that the People's Republic of China should be held accountable for its handling of COVID-19.
116-HB5842,117-HB2431,Voices for Environmental Justice Act
116-HB1961,117-HB2124,KOMBUCHA Keeping Our Manufacturers from Being Unfairly taxed while Championing Health Act
116-HR454,117-HR361,Calling upon the United States Senate to give its advice and consent to the ratification of the United Nations Convention on the Law of the Sea.
116-HB6836,117-HB1708,Tribal Health Care Protection Fund Act
116-HB4639,117-HB6537,Pell Grant Sustainability Act
116-HB8138,117-HB56,Patient Access to Medical Foods Act
116-HB7350,117-HB1067,Standard FEES Act Standard Fees to Expedite Evaluation and Streamlining Act
116-HB949,117-HB837,Free Speech Fairness Act
116-HB1613,117-HB1572,Democracy Dollars Act
116-HB5369,117-HB1122,Supporting Mexico Against Corruption Act
116-HB7174,117-HB7625,Protection of Civilians in Military Operations Act
116-HR1038,117-HR398,Recognizing the forthcoming centennial of the 1921 Tulsa Race Massacre.
116-HB8283,117-HB708,TREAT Act Temporary Reciprocity to Ensure Access to Treatment Act
116-HB5584,117-HB358,FRESH Trucking Act Freedom from Regulating Edible Supplies and Horticulture Trucking Act
116-HB2912,117-HB2974,Military Spouse Hiring Act
116-HB6457,117-HB9284,Disaster and Emergency Pricing Abuse Prevention Act
116-HB5441,117-HB2098,To repeal the funding authorization sunset and the total funding cap for the Essex National Heritage Area.
116-HB3267,117-HB1933,END ALL Hazing Act Educational Notification and Disclosure of Actions risking Loss of Life by Hazing Act
116-HR457,117-HR459,Expressing support for the designation of June as Portuguese National Heritage Month.
116-HB6553,117-HB1030,Automatic Boost to Communities Act
116-HB557,117-HB163,Protect Patriot Spouses Act
116-HB8097,117-HB4377,Volunteer First Responder Housing Act
116-HB8023,117-HB1175,Smithsonian and National Gallery of Art Collections Space Authorization Act
116-HB8590,117-HB1175,Smithsonian and National Gallery of Art Collections Space Authorization Act
116-HB3099,117-HB4727,STEM K to Career Act
116-HB7377,117-HB1525,DIGITAL Applications Act Deploying Infrastructure with Greater Internet Transactions And Legacy Applications Act
116-HB3806,117-HB8704,Protecting Immigrant Gold Star and Military Families Act
116-HB1152,117-HB3631,"To require the Administrator of the Environmental Protection Agency to revise certain ethylene oxide emissions standards under the Clean Air Act, and for other purposes."
