116th Bill Name,117th Bill Name,Matches,Short Title,Long Title
116-HR60,117-HR119,short,"Expressing the sense of the House of Representatives that the United States Postal Service should take all appropriate measures to restore service standards in effect as of July 1, 2012.",
116-HB1643,117-HB5605,short,PrEP Assistance Program Act,
116-HB2490,117-HB810,short,"To amend the National Trails System Act to direct the Secretary of the Interior to conduct a study on the feasibility of designating the Chief Standing Bear National Historic Trail, and for other purposes.",
116-HB4699,117-HB1823,short,To amend title XIX of the Social Security Act to remove the matching requirement for a territory to use specially allocated Federal funds for Medicare covered part D drugs for low-income individuals.,
116-HB2172,117-HB1823,short,To amend title XIX of the Social Security Act to remove the matching requirement for a territory to use specially allocated Federal funds for Medicare covered part D drugs for low-income individuals.,
116-HB3340,117-HB4316,short,Tribal Healthcare Careers Act,
116-HB5568,117-HB345,short,Reproductive Health Information for Veterans Act,
116-HB2531,117-HB3240,long,,"To require the Secretary of the Interior and the Secretary of Agriculture to more efficiently develop domestic sources of the minerals and mineral materials of strategic and critical importance to the economic and national security and manufacturing competitiveness of the United States, and for other purposes."
116-HB4002,117-HB4585,short,Everyday Philanthropist Act,
116-HB9020,117-HB5499,short & long,PROVIDE Act Priority Response for Veterans Impacted by Disasters and Emergencies Act,To direct the Secretary of Veterans Affairs to expedite the processing of claims for disability compensation by veterans affected by major disasters.
116-HB2714,117-HB6183,long,,"To amend the Internal Revenue Code of 1986 to provide for a credit against tax, or refund of tax, for certain Federal insurance taxes for employees who are members of religious faiths which oppose participation in such insurance."
116-HB8617,117-HB3215,short,Temporary Family Visitation Act,
116-HB4141,117-HB3514,short,Humane Correctional Health Care Act,
116-HB5421,117-HB2041,long,,To amend the Controlled Substances Act to list fentanyl-related substances as schedule I controlled substances.
116-HB7079,117-HB883,short,Clean Start: Back to Work Tax Credit Act,
116-HB5849,117-HB1120,short,Illicit Arms Trafficking Security Enforcement Act,
116-HB1989,117-HB3798,short,Break the Chain Act,
116-HB8870,117-HB36,short & long,To repeal the National Voter Registration Act of 1993.,To repeal the National Voter Registration Act of 1993.
116-HB6969,117-HB3991,short,TELL Act Telling Everyone the Location of data Leaving the U.S. Act,
116-HB5514,117-HB3200,long,,"To amend the Energy Policy and Conservation Act to establish a program to provide loans to implement cost-effective energy efficiency measures, and for other purposes."
116-HB8991,117-HB589,short & long,American Election Security Act,"To amend the Help America Vote Act of 2002 to prohibit the use of voting systems in elections for Federal office whose hardware and software components are not manufactured and maintained in the United States or which are produced by foreign entities, and for other purposes."
116-HB3799,117-HB2920,long,,"To amend the Immigration and Nationality Act to promote family unity, and for other purposes."
116-HB8708,117-HB2920,short & long,American Families United Act,"To amend the Immigration and Nationality Act to promote family unity, and for other purposes."
116-HB4110,117-HB2683,short,Helping Communities Invest in Infrastructure Act,
116-HB2321,117-HB6002,long,,"To require a standard financial aid offer form, and for other purposes."
116-HB1363,117-HB2388,short,"Honest Elections and Campaign, No Gain Act",
116-HB5496,117-HB6430,short,ICELAND Act Iceland Commercial and Economic Leadership for Arctic and National Development Act,
116-HB7100,117-HB1570,long,,"To encourage greater community accountability of law enforcement agencies, and for other purposes."
116-HB7005,117-HB3801,short,SHIELD Act Showing How Isolationism Effects Long-term Development Act,
116-HB4609,117-HB7470,short,Veteran Service Equity Act,
116-HR265,117-HR13,short,Commemorating the life and legacy of Sojourner Truth.,
116-HR197,117-HR148,short,Expressing the sense of the House of Representatives with respect to Marcus Garvey.,
116-HB6836,117-HB1708,short,Tribal Health Care Protection Fund Act,
116-HB6077,117-HB2782,short,Woman’s Right To Know Act,
116-HB8209,117-HB5098,short,"To amend the Bridgeport Indian Colony Land Trust, Health, and Economic Development Act of 2012 to remove the restriction on class II gaming on certain land in California.",
116-HB6923,117-HB1900,short,Coronavirus Front-Line Responders Commemorative Coin Act,
116-HB8563,117-HB2095,short & long,"To require the Secretary of the Army to conduct a study to determine the costs for the Corps of Engineers to ensure that certain project activities authorized under Nationwide Permit 14 comply with public safety conditions, and for other purposes.","To require the Secretary of the Army to conduct a study to determine the costs for the Corps of Engineers to ensure that certain project activities authorized under Nationwide Permit 14 comply with public safety conditions, and for other purposes."
116-HR454,117-HR361,short,Calling upon the United States Senate to give its advice and consent to the ratification of the United Nations Convention on the Law of the Sea.,
116-HB4671,117-HB5040,short,Helping Seniors Afford Health Care Act,
116-HB5822,117-HB367,short,Homeland Security Acquisition Professional Career Program Act,
116-HB4083,117-HB1521,short,FINISH Act Fund for Innovation and Success in Higher Education Act,
116-HB3818,117-HB9111,short,INFANT Act Infants Need Food And Nutrition Today Act,
116-HB8353,117-HB188,short,Women’s Public Health and Safety Act,
116-HB888,117-HB188,short,Women’s Public Health and Safety Act,
116-HB1961,117-HB2124,short,KOMBUCHA Keeping Our Manufacturers from Being Unfairly taxed while Championing Health Act,
116-HB4285,117-HB5293,long,,"To amend title 38, United States Code, to extend and modify certain authorities and requirements relating to the Department of Veterans Affairs, and for other purposes."
116-HB5842,117-HB2431,short,Voices for Environmental Justice Act,
116-HR1149,117-HR1415,short,"Recognizing the need for diapers and expressing support for donating generously to diaper banks, diaper drives, and organizations that distribute diapers to families in need.",
116-HB2902,117-HB2556,short,Maternal CARE Act Maternal Care Access and Reducing Emergencies Act,
116-HB8539,117-HB472,short & long,District of Columbia-Maryland Reunion Act,"To reduce the size of the seat of the Government of the United States to the area comprised of the principal Federal monuments, the White House, the United States Capitol, the United States Supreme Court Building, and the Federal executive, legislative, and judicial office buildings located adjacent to the Mall and the United States Capitol, to provide for the retrocession of the remaining area of the District of Columbia to the State of Maryland, and for other purposes."
116-HB4538,117-HB853,short & long,Closing Loopholes for Orphan Drugs Act,To amend title III of the Public Health Service Act to limit the orphan drug exclusion under the drug discount program under section 340B of such title.
116-HR944,117-HR224,short,Expressing the sense of the House of Representatives that the People's Republic of China should be held accountable for its handling of COVID-19.,
116-HB2724,117-HB5339,short,Protecting Education Privacy Act,
116-HR1089,117-HR713,short,Expressing the sense of the House of Representatives that the Nation should honor and recognize military families who have been disproportionately affected by the COVID-19 crisis.,
116-HJR52,117-HJR40,short,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,
116-HJR95,117-HJR40,short,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,
116-HB5473,117-HB4036,short,EASE Behavioral Health Services Act Enhance Access to Support Essential Behavioral Health Services Act,
116-HB3926,117-HB2048,long,,"To amend the Higher Education Act of 1965 in order to improve the service obligation verification process for TEACH Grant recipients, and for other purposes."
116-HB8746,117-HB3220,short & long,RENEW Conservation Corps Act Restore Employment in Natural and Environmental Work Conservation Corps Act,"To establish a Restore Employment in Natural and Environmental Work Conservation Corps in the Department of the Interior and the Department of Agriculture, and for other purposes."
116-HB5947,117-HB2474,short,Invest in American Railroads Act,
116-HB2285,117-HB9599,short,Heidi’s Law,
116-HB5935,117-HB1680,short & long,Lawful Interstate Transportation of Firearms Act,"To amend chapter 44 of title 18, United States Code, to more comprehensively address the interstate transportation of firearms or ammunition."
116-HB4970,117-HB1206,long,,"To restrict the authority of the Attorney General to enter into contracts for Federal correctional facilities and community confinement facilities, and for other purposes."
116-HB414,117-HB74,short,Protecting Local Communities from Harmful Algal Blooms Act,
116-HB6720,117-HB2418,short & long,Student Loan Forgiveness for Frontline Health Workers Act,To provide student loan forgiveness to health care workers who are on the front line in response to COVID-19.
116-HB1080,117-HB3194,short,Fairness for Farm Workers Act,
116-HB8488,117-HB2024,short & long,Southern Maryland National Heritage Area Act,"To establish the Southern Maryland National Heritage Area, and for other purposes."
116-HB7927,117-HB1453,short,Military Spouses Retirement Security Act,
116-HB83,117-HB6515,short,Responsible Path to Full Obamacare Repeal Act,
116-HB7314,117-HB150,short,Workers’ Memorial Day,
116-HB5648,117-HB1656,short,TREAT PTSD Act Treatment and Relief through Emerging and Accessible Therapy for PTSD Act,
116-HB4259,117-HB5177,short,SPARK Act Schools Preventing Hunger in At-Risk Kids Act,
116-HB8543,117-HB3717,short & long,Power Line Resiliency Act,To require the Secretary of Energy to establish a program to provide grants to improve power lines.
116-HB8217,117-HB2979,long,,"To amend the Water Infrastructure Finance and Innovation Act of 2014 with respect to the final maturity date of certain loans, and for other purposes."
116-HB3686,117-HB229,short,Campaign Spending Integrity Act,
